股票代號,股票名稱,今日股數,持股權重,ETF代號
2330,台灣積體電路,8320.0,8.32,00993A
2454,聯發科,6700.0,6.7,00993A
3037,欣興,5960.0,5.96,00993A
3017,奇鋐,5650.0,5.65,00993A
3443,創意,5450.0,5.45,00993A
2383,台光電,4940.0,4.94,00993A
6669,緯穎,4410.0,4.41,00993A
6223,旺矽,4300.0,4.3,00993A
3189,景碩,4010.0,4.01,00993A
5274,信驊,3960.0,3.96,00993A
