股票代號,股票名稱,今日股數,持股權重,ETF代號
2330,台灣積體電路,8890.0,8.89,00995A
2454,聯發科,8070.0,8.07,00995A
2383,台光電,7500.0,7.5,00995A
3017,奇鋐,5860.0,5.86,00995A
6669,緯穎,5590.0,5.59,00995A
3653,健策,4710.0,4.71,00995A
1303,南亞,4350.0,4.35,00995A
2308,台達電,4330.0,4.33,00995A
6223,旺矽,4240.0,4.24,00995A
3665,貿聯,3910.0,3.91,00995A
