股票代號,股票名稱,今日股數,持股權重,ETF代號
2330,台灣積體電路,19840.0,19.84,00401A
1,CASH,7890.0,7.89,00401A
2454,聯發科,7120.0,7.12,00401A
2308,台達電,2540.0,2.54,00401A
3711,ASE,2510.0,2.51,00401A
5,聯華電子,2480.0,2.48,00401A
3037,欣興,2340.0,2.34,00401A
7,全新光電科技,2260.0,2.26,00401A
3008,大立光,2180.0,2.18,00401A
2382,廣達,2100.0,2.1,00401A
