股票代號,股票名稱,股數,持股權重,ETF代號
2330,台積電,1500000,10.0,00980A
2454,聯發科,1500000,10.0,00980A
2317,鴻海,1500000,10.0,00980A
2379,瑞昱,1500000,10.0,00980A
3034,聯詠,1500000,10.0,00980A
3035,智原,1500000,10.0,00980A
2303,聯電,1500000,10.0,00980A
3711,日月光投控,1500000,10.0,00980A
2408,南亞科,1500000,10.0,00980A
2308,台達電,1500000,10.0,00980A
